user_id,watch_time_hours,avg_session_mins,num_sessions,top_genres,genre_diversity,weekend_watch_ratio,days_since_last_active
USR-0938,62.91,106.3,37,"Action, Thriller",2,0.38,8
USR-0939,39.77,113.0,34,"Action, Thriller",3,0.48,6
USR-0940,10.38,15.5,16,Romance,1,0.37,0
USR-0941,66.3,107.6,47,"Action, Thriller",1,0.46,1
USR-0942,11.23,19.4,27,Comedy,1,0.35,5
USR-0943,60.72,82.7,34,"Action, Thriller",3,0.34,0
USR-0944,3.02,18.7,3,Drama,1,0.11,32
USR-0945,15.1,26.1,22,Romance,1,0.29,13
USR-0946,51.76,73.4,21,"Action, Thriller",2,0.44,0
USR-0947,14.43,31.7,27,"Comedy, Romance",1,0.25,10
USR-0948,47.3,124.8,20,"Drama, Sci-Fi",2,0.77,0
USR-0949,65.24,108.5,33,"Action, Thriller",3,0.47,2
USR-0950,14.02,28.2,24,Animation,1,0.33,7
USR-0951,71.87,97.3,31,"Action, Thriller",3,0.49,3
USR-0952,89.1,49.6,27,"Thriller, Documentary, Action",3,0.45,2
USR-0953,48.93,87.3,42,"Action, Thriller",3,0.37,0
USR-0954,16.28,24.5,28,Animation,1,0.51,1
USR-0955,56.68,141.8,19,"Drama, Sci-Fi",3,0.75,2
USR-0956,39.68,120.7,8,Drama,2,0.71,2
USR-0957,37.47,73.3,48,"Action, Thriller",3,0.27,1
USR-0958,3.11,26.1,3,Horror,1,0.29,59
USR-0959,44.39,129.8,13,Drama,2,0.74,1
USR-0960,53.59,65.5,47,"Comedy, Drama, Romance, Action, Documentary",5,0.66,1
USR-0961,13.04,22.1,24,Animation,2,0.29,4
USR-0962,43.44,49.3,33,"Action, Thriller",3,0.54,1
USR-0963,2.86,18.1,10,Drama,1,0.37,22
USR-0964,13.77,20.5,21,"Comedy, Romance",2,0.36,30
USR-0965,70.45,51.4,63,"Drama, Horror, Romance, Animation, Sci-Fi",5,0.38,0
USR-0966,7.52,11.0,35,Romance,1,0.2,2
USR-0967,12.09,35.2,28,Romance,1,0.32,8
USR-0968,57.37,72.0,49,"Romance, Horror, Drama",3,0.47,2
USR-0969,44.36,117.8,37,"Action, Thriller",2,0.41,11
USR-0970,0.88,18.8,26,Animation,1,0.25,3
USR-0971,12.1,21.0,20,Animation,1,0.35,18
USR-0972,32.35,132.5,22,"Sci-Fi, Thriller",3,0.84,1
USR-0973,11.83,16.2,33,Romance,1,0.36,0
USR-0974,58.22,64.8,30,"Action, Thriller",2,0.45,3
USR-0975,10.68,21.5,24,Romance,2,0.47,2
USR-0976,29.12,171.2,28,"Drama, Sci-Fi",2,0.8,1
USR-0977,6.49,18.8,2,Animation,1,0.08,25
USR-0978,11.73,18.6,23,"Comedy, Romance",1,0.44,5
USR-0979,35.09,54.3,32,"Romance, Comedy, Thriller",3,0.51,0
USR-0980,42.16,36.2,51,"Action, Thriller, Drama, Sci-Fi",4,0.34,0
USR-0981,8.7,17.5,37,Romance,2,0.29,7
USR-0982,15.71,21.1,24,Comedy,2,0.47,1
USR-0983,50.73,73.1,39,"Documentary, Drama, Comedy",3,0.49,10
USR-0984,8.56,26.4,18,Romance,2,0.32,6
USR-0985,46.39,115.6,50,"Action, Thriller",2,0.54,7
USR-0986,51.68,79.9,24,"Action, Thriller",2,0.39,1
USR-0987,66.94,81.3,43,"Action, Thriller",2,0.54,1
USR-0988,64.23,82.1,34,"Action, Thriller",1,0.49,0
USR-0989,8.99,25.8,27,Comedy,1,0.4,0
USR-0990,16.31,25.5,23,Romance,2,0.38,9
USR-0991,43.67,71.1,44,"Comedy, Animation, Romance",3,0.4,2
USR-0992,16.44,26.8,23,Comedy,1,0.32,1
USR-0993,56.05,144.5,12,Drama,3,0.73,0
USR-0994,9.58,29.8,31,Comedy,1,0.3,6
USR-0995,4.36,29.6,34,Comedy,1,0.21,2
USR-0996,55.19,47.9,48,"Sci-Fi, Comedy, Documentary",3,0.52,1
USR-0997,11.47,20.3,16,Romance,1,0.41,3
USR-0998,15.08,29.4,41,"Comedy, Romance",1,0.26,3
USR-0999,3.51,24.2,3,Sci-Fi,1,0.15,39
USR-1000,6.94,25.3,38,Comedy,2,0.37,5
USR-1001,7.45,23.0,29,"Comedy, Romance",1,0.3,0
USR-1002,52.36,88.1,35,"Action, Thriller",2,0.42,6
USR-1003,12.7,13.4,34,Romance,1,0.15,0
USR-1004,43.51,77.7,31,"Action, Thriller",2,0.45,1
USR-1005,49.39,148.3,10,"Drama, Sci-Fi",2,0.66,2
USR-1006,40.23,132.5,20,"Sci-Fi, Thriller",3,0.9,23
USR-1007,14.08,24.0,21,Animation,2,0.45,13
USR-1008,49.42,27.8,28,"Animation, Thriller, Sci-Fi",3,0.47,1
USR-1009,15.31,29.2,32,Comedy,2,0.44,9
USR-1010,42.68,89.0,52,"Documentary, Romance, Action, Comedy",4,0.67,1
USR-1011,46.16,49.7,60,"Thriller, Horror, Action, Sci-Fi",4,0.51,3
USR-1012,57.42,91.5,55,"Action, Thriller",2,0.62,1
USR-1013,12.63,25.2,27,Comedy,2,0.45,22
USR-1014,56.79,89.3,48,"Horror, Drama, Documentary",3,0.52,1
USR-1015,37.86,79.6,13,"Sci-Fi, Thriller",2,0.94,0
USR-1016,41.6,117.8,29,"Action, Thriller",3,0.45,4
USR-1017,68.44,97.1,23,"Action, Thriller",2,0.55,0
USR-1018,13.36,15.7,21,Animation,2,0.28,13
USR-1019,43.8,75.0,40,"Action, Thriller",1,0.41,0
USR-1020,9.52,20.8,29,"Comedy, Romance",1,0.49,1
USR-1021,61.47,75.0,36,"Action, Thriller",2,0.45,1
USR-1022,2.83,24.3,7,Horror,1,0.28,53
USR-1023,63.63,117.3,34,"Action, Thriller",2,0.51,1
USR-1024,3.0,13.9,7,Romance,1,0.35,56
USR-1025,2.78,14.7,6,Animation,1,0.26,51
USR-1026,16.62,134.2,24,Drama,3,0.76,2
USR-1027,68.11,54.4,34,"Animation, Action, Thriller, Documentary, Sci-Fi",5,0.49,1
USR-1028,55.59,108.5,31,"Action, Thriller",2,0.4,0
USR-1029,17.05,25.8,37,Animation,1,0.28,10
USR-1030,9.36,21.9,25,Animation,2,0.38,3
USR-1031,14.17,21.1,29,Comedy,1,0.49,2
USR-1032,20.35,26.7,36,Comedy,2,0.27,7
USR-1033,17.24,25.3,30,"Comedy, Romance",2,0.45,3
USR-1034,90.32,100.9,53,"Action, Thriller",3,0.59,6
USR-1035,44.2,58.0,57,"Thriller, Horror, Documentary",3,0.5,2
USR-1036,42.09,136.5,27,Drama,2,0.8,1
USR-1037,42.96,120.0,16,"Sci-Fi, Thriller",3,0.79,0
USR-1038,1.25,10.4,5,Horror,1,0.39,34
USR-1039,43.34,95.9,14,"Drama, Sci-Fi",3,0.9,2
USR-1040,14.43,16.3,25,Romance,2,0.43,0
USR-1041,11.0,26.9,26,"Comedy, Romance",2,0.38,1
USR-1042,76.55,96.0,39,"Action, Thriller",2,0.5,2
USR-1043,15.81,27.1,45,Animation,1,0.32,14
USR-1044,4.5,32.1,34,"Comedy, Romance",2,0.36,7
USR-1045,12.54,20.7,25,"Comedy, Romance",1,0.38,0
USR-1046,44.24,44.5,39,"Action, Thriller",2,0.27,0
USR-1047,12.81,15.7,28,Comedy,2,0.21,0
USR-1048,62.58,85.3,44,"Action, Thriller",1,0.52,5
USR-1049,61.23,70.7,42,"Action, Thriller",1,0.66,0
USR-1050,5.03,11.9,8,Romance,1,0.35,25
USR-1051,18.0,20.2,28,"Comedy, Romance",2,0.33,2
USR-1052,20.45,19.8,26,"Comedy, Romance",1,0.31,7
USR-1053,51.1,56.3,25,"Comedy, Thriller, Horror, Documentary",4,0.27,3
USR-1054,9.56,27.2,24,Animation,2,0.26,26
USR-1055,40.18,60.3,41,"Animation, Sci-Fi, Documentary, Comedy",4,0.42,0
USR-1056,9.59,25.0,21,Animation,1,0.3,6
USR-1057,54.22,78.2,28,"Action, Thriller",3,0.47,11
USR-1058,9.37,25.8,33,Comedy,1,0.29,4
USR-1059,16.21,133.4,24,Drama,3,0.67,1
USR-1060,13.6,24.8,25,Romance,1,0.24,18
USR-1061,10.92,31.9,40,Animation,1,0.26,0
USR-1062,46.85,75.9,30,"Action, Thriller",1,0.49,1
USR-1063,17.09,23.9,29,Animation,2,0.29,7
USR-1064,59.29,120.9,25,"Drama, Sci-Fi",3,0.82,3
USR-1065,16.62,15.8,27,Animation,1,0.45,14
USR-1066,62.77,74.8,45,"Action, Thriller",1,0.36,0
USR-1067,53.63,98.2,32,"Action, Thriller",1,0.34,2
USR-1068,14.83,32.1,19,Romance,1,0.32,2
USR-1069,3.39,24.8,24,Comedy,1,0.21,10
USR-1070,28.14,87.7,30,"Action, Thriller",3,0.4,1
USR-1071,13.82,24.7,30,Romance,2,0.43,8
USR-1072,45.93,88.5,46,"Action, Thriller",2,0.38,1
USR-1073,29.15,112.7,16,Drama,3,0.83,1
USR-1074,50.59,76.2,50,"Romance, Thriller, Drama",3,0.57,3
USR-1075,3.52,8.2,6,Thriller,1,0.25,56
USR-1076,11.41,26.6,33,Animation,1,0.32,2
USR-1077,49.65,134.1,29,"Drama, Sci-Fi",3,0.77,2
USR-1078,12.17,18.1,23,Animation,1,0.6,0
USR-1079,12.88,32.8,17,Romance,1,0.31,0
USR-1080,13.25,20.4,34,Romance,1,0.28,1
USR-1081,53.72,122.8,16,Drama,3,0.85,2
USR-1082,1.27,18.0,6,Animation,1,0.07,25
USR-1083,12.79,21.1,25,Romance,2,0.38,9
USR-1084,48.27,82.1,33,"Action, Thriller",2,0.62,4
USR-1085,50.32,91.8,22,Drama,3,0.87,6
USR-1086,8.95,23.2,37,"Comedy, Romance",2,0.35,1
USR-1087,57.35,81.0,42,"Action, Thriller",2,0.58,1
USR-1088,45.59,39.0,39,"Thriller, Romance, Horror",3,0.59,0
USR-1089,13.49,26.0,37,"Comedy, Romance",1,0.37,0
USR-1090,56.06,87.9,31,"Action, Thriller",2,0.46,3
USR-1091,45.3,72.3,41,"Drama, Documentary, Thriller",3,0.44,0
USR-1092,11.08,25.3,32,Romance,1,0.23,10
USR-1093,4.2,26.2,1,Sci-Fi,1,0.16,45
USR-1094,39.24,142.5,20,"Drama, Sci-Fi",3,0.88,4
USR-1095,15.28,19.5,30,Romance,1,0.38,12
USR-1096,45.79,130.7,21,"Drama, Sci-Fi",2,0.74,4
USR-1097,3.16,14.8,4,Comedy,1,0.42,42
USR-1098,12.78,23.9,32,"Comedy, Romance",2,0.35,9
USR-1099,37.9,118.5,24,"Sci-Fi, Thriller",2,0.74,1
USR-1100,45.45,92.9,33,"Action, Thriller",2,0.39,2
USR-1101,4.11,30.8,32,"Comedy, Romance",1,0.38,5
USR-1102,62.57,101.5,23,"Action, Thriller",3,0.49,4
USR-1103,2.04,20.6,26,Animation,2,0.41,0
USR-1104,43.0,122.9,21,"Action, Thriller",3,0.4,2
USR-1105,31.08,121.4,16,"Sci-Fi, Thriller",3,0.77,0
USR-1106,33.55,74.1,34,"Documentary, Thriller, Sci-Fi, Drama",4,0.47,0
USR-1107,70.28,78.1,41,"Action, Thriller",2,0.57,2
USR-1108,68.65,102.0,34,"Drama, Sci-Fi",2,0.77,0
USR-1109,15.13,13.7,31,Romance,1,0.4,12
USR-1110,0.88,24.5,1,Documentary,1,0.38,58
USR-1111,38.88,89.7,14,Drama,2,0.89,1
USR-1112,11.25,26.0,27,"Comedy, Romance",1,0.41,9
USR-1113,57.2,94.5,33,"Action, Thriller",3,0.5,1
USR-1114,64.38,105.2,32,"Action, Thriller",1,0.7,2
USR-1115,4.1,35.1,28,Animation,1,0.39,16
USR-1116,46.73,97.0,45,"Action, Thriller",1,0.57,12
USR-1117,52.19,76.1,52,"Comedy, Drama, Horror",3,0.46,0
USR-1118,29.79,118.4,18,Drama,3,0.79,6
USR-1119,11.24,30.1,14,Comedy,1,0.59,12
USR-1120,5.6,19.4,5,Romance,1,0.11,55
USR-1121,37.48,107.2,20,"Sci-Fi, Thriller",2,0.71,0
USR-1122,5.03,28.5,4,Romance,1,0.57,44
USR-1123,54.92,110.3,16,"Drama, Sci-Fi",3,0.74,13
USR-1124,8.4,18.6,29,Animation,1,0.18,27
USR-1125,8.05,29.3,28,Animation,1,0.18,4
USR-1126,26.29,133.9,25,Drama,2,0.86,5
USR-1127,60.51,85.6,32,"Action, Thriller",3,0.47,2
USR-1128,70.95,78.6,37,"Horror, Action, Drama",3,0.77,1
USR-1129,46.78,133.4,25,"Drama, Sci-Fi",3,0.8,1
USR-1130,6.23,22.4,29,Comedy,1,0.33,11
USR-1131,55.62,26.6,45,"Thriller, Documentary, Drama, Sci-Fi, Animation",5,0.49,1
USR-1132,50.02,112.5,46,"Action, Thriller",2,0.53,1
USR-1133,17.94,17.1,35,"Comedy, Romance",1,0.35,3
USR-1134,55.21,83.8,30,"Action, Thriller",2,0.48,4
USR-1135,1.24,21.9,6,Animation,1,0.49,32
USR-1136,10.31,22.1,24,"Comedy, Romance",1,0.4,4
USR-1137,57.39,69.6,45,"Romance, Thriller, Sci-Fi",3,0.73,4
USR-1138,60.29,113.6,12,"Drama, Sci-Fi",2,0.94,7
USR-1139,13.44,33.0,23,Comedy,1,0.46,3
USR-1140,3.55,25.5,28,Comedy,1,0.53,10
USR-1141,3.99,17.3,5,Romance,1,0.22,27
USR-1142,43.9,73.8,49,"Action, Thriller",3,0.46,0
USR-1143,4.68,15.5,7,Thriller,1,0.33,39
USR-1144,48.12,91.6,45,"Action, Thriller",2,0.49,17
USR-1145,15.19,32.1,25,Animation,1,0.37,2
USR-1146,44.19,119.7,18,"Sci-Fi, Thriller",2,0.87,5
USR-1147,36.28,44.0,47,"Animation, Action, Romance",3,0.45,4
USR-1148,62.23,87.7,47,"Action, Thriller",1,0.24,4
USR-1149,9.45,29.7,36,"Comedy, Romance",1,0.31,3
USR-1150,68.01,89.6,40,"Action, Thriller",1,0.62,3
USR-1151,46.74,101.8,20,"Action, Thriller",3,0.35,0
USR-1152,44.36,104.8,19,"Sci-Fi, Thriller",3,0.87,2
USR-1153,18.98,29.3,23,Romance,1,0.34,10
USR-1154,62.36,112.4,22,"Action, Thriller",2,0.34,1
USR-1155,10.95,26.3,28,Animation,1,0.4,41
USR-1156,12.22,17.0,31,Comedy,2,0.41,7
USR-1157,10.9,26.5,31,Animation,2,0.17,5
USR-1158,33.61,121.3,20,"Drama, Sci-Fi",3,0.93,3
USR-1159,7.25,34.9,29,Animation,1,0.48,1
USR-1160,38.43,76.1,48,"Romance, Action, Thriller",3,0.48,1
USR-1161,50.99,106.5,17,Drama,3,0.87,1
USR-1162,16.98,30.1,20,"Comedy, Romance",1,0.15,8
USR-1163,60.8,50.2,61,"Documentary, Animation, Thriller",3,0.38,0
USR-1164,9.26,22.3,20,Animation,1,0.38,5
USR-1165,1.36,8.5,7,Comedy,1,0.17,37
USR-1166,44.8,137.9,19,"Sci-Fi, Thriller",2,0.68,0
USR-1167,6.86,20.5,34,Animation,1,0.42,6
USR-1168,59.72,96.3,25,"Action, Thriller",1,0.46,4
USR-1169,29.89,141.7,28,"Sci-Fi, Thriller",2,0.81,0
USR-1170,67.32,80.5,22,"Action, Thriller",2,0.23,3
USR-1171,12.61,18.9,24,Animation,1,0.16,2
USR-1172,36.26,129.8,20,Drama,3,0.85,2
USR-1173,13.83,33.8,28,"Comedy, Romance",1,0.29,0
USR-1174,4.84,19.8,3,Drama,1,0.11,46
USR-1175,25.18,119.4,24,Drama,2,0.62,3
USR-1176,30.31,120.5,17,"Sci-Fi, Thriller",2,0.86,12
USR-1177,64.46,96.9,40,"Action, Thriller",2,0.44,2
USR-1178,34.42,44.7,46,"Romance, Drama, Thriller",3,0.48,0
USR-1179,55.89,91.5,38,"Action, Thriller",2,0.4,1
USR-1180,13.72,29.6,41,Romance,1,0.45,5
USR-1181,53.25,96.0,39,"Action, Thriller",2,0.43,9
USR-1182,67.82,71.3,32,"Action, Thriller",3,0.5,2
USR-1183,29.5,57.9,42,"Thriller, Drama, Romance, Documentary",4,0.5,0
USR-1184,19.45,32.5,18,Romance,1,0.27,22
USR-1185,15.25,30.0,30,Comedy,1,0.19,2
USR-1186,16.05,18.2,13,Animation,1,0.17,19
USR-1187,51.27,82.5,51,"Drama, Action, Sci-Fi, Documentary, Romance",5,0.48,4
USR-1188,7.77,26.6,24,"Comedy, Romance",1,0.38,9
USR-1189,63.7,77.9,49,"Action, Thriller",2,0.4,9
USR-1190,37.59,103.0,22,"Sci-Fi, Thriller",2,0.77,0
USR-1191,57.64,92.7,30,"Action, Thriller",1,0.49,0
USR-1192,52.9,88.6,43,"Action, Thriller",2,0.41,3
USR-1193,39.61,106.7,30,"Action, Thriller",3,0.49,0
USR-1194,12.41,28.5,30,Romance,1,0.34,4
USR-1195,35.9,88.8,37,"Animation, Romance, Drama, Comedy, Thriller",5,0.24,3
USR-1196,69.03,63.6,44,"Animation, Horror, Romance",3,0.36,1
USR-1197,77.95,70.1,50,"Action, Thriller",1,0.53,3
USR-1198,45.66,108.2,34,"Action, Thriller",2,0.45,3
USR-1199,61.43,108.1,20,"Action, Thriller",2,0.56,2
USR-1200,9.63,35.6,24,Romance,1,0.29,11
USR-1201,51.24,46.2,33,"Action, Thriller",2,0.25,1
USR-1202,27.14,132.7,5,"Drama, Sci-Fi",3,0.83,4
USR-1203,40.95,102.2,26,"Action, Thriller",2,0.63,8
USR-1204,34.84,123.7,17,Drama,2,0.73,4
USR-1205,56.94,90.5,48,"Romance, Action, Documentary, Thriller",4,0.58,2
USR-1206,12.33,32.1,25,Animation,2,0.32,5
USR-1207,49.16,56.6,58,"Sci-Fi, Thriller, Documentary, Romance",4,0.44,3
USR-1208,40.01,106.5,27,"Drama, Sci-Fi",2,0.69,3
USR-1209,42.5,114.2,22,"Drama, Sci-Fi",2,0.81,4
USR-1210,10.0,28.1,31,"Comedy, Romance",1,0.23,0
USR-1211,23.81,132.6,18,Drama,3,0.84,2
USR-1212,2.81,14.0,1,Sci-Fi,1,0.44,40
USR-1213,39.04,116.0,17,"Drama, Sci-Fi",2,0.88,2
USR-1214,60.49,120.2,34,"Action, Thriller",2,0.6,0
USR-1215,37.35,94.5,16,"Sci-Fi, Thriller",3,0.87,0
USR-1216,84.56,88.4,42,"Action, Thriller",2,0.35,1
USR-1217,45.52,100.4,32,"Action, Thriller",2,0.57,6
USR-1218,30.78,56.9,41,"Drama, Animation, Action, Documentary, Horror",5,0.68,0
USR-1219,14.87,23.4,29,"Comedy, Romance",1,0.18,14
USR-1220,70.64,53.4,56,"Action, Animation, Documentary, Romance",4,0.52,0
USR-1221,3.39,15.6,4,Drama,1,0.1,26
USR-1222,2.48,21.6,2,Horror,1,0.38,42
USR-1223,18.52,19.9,18,Romance,1,0.4,6
USR-1224,63.28,64.1,51,"Sci-Fi, Comedy, Action, Horror, Animation",5,0.48,1
USR-1225,12.97,16.0,26,Romance,2,0.32,2
USR-1226,51.13,73.3,43,"Animation, Thriller, Drama, Action, Romance",5,0.58,0
USR-1227,35.42,63.9,44,"Animation, Action, Romance",3,0.73,5
USR-1228,42.46,117.2,21,Drama,2,0.92,11
USR-1229,11.6,13.2,24,Comedy,1,0.4,1
USR-1230,50.89,86.3,24,"Drama, Sci-Fi",2,0.87,5
USR-1231,40.76,99.7,33,"Action, Thriller",2,0.4,2
USR-1232,17.61,23.4,28,Animation,1,0.32,11
USR-1233,1.4,10.3,7,Sci-Fi,1,0.37,38
USR-1234,51.37,59.7,56,"Romance, Action, Animation",3,0.6,9
USR-1235,53.4,83.8,49,"Action, Thriller",1,0.33,6
USR-1236,16.52,24.4,27,"Comedy, Romance",2,0.41,18
USR-1237,10.5,34.4,23,Animation,1,0.42,0
USR-1238,67.0,85.1,45,"Action, Horror, Sci-Fi",3,0.61,0
USR-1239,15.22,17.7,35,Romance,2,0.29,1
USR-1240,18.39,58.6,45,"Sci-Fi, Horror, Action, Romance, Animation",5,0.47,2
USR-1241,31.84,96.9,22,"Sci-Fi, Thriller",2,0.85,0
USR-1242,44.6,89.6,38,"Action, Thriller",3,0.53,3
USR-1243,6.2,23.8,5,Drama,1,0.27,27
USR-1244,20.34,143.1,14,"Sci-Fi, Thriller",3,0.74,4
USR-1245,35.47,140.4,20,"Sci-Fi, Thriller",2,0.75,5
USR-1246,49.69,36.2,56,"Animation, Documentary, Action",3,0.55,0
USR-1247,13.74,20.6,25,Animation,1,0.36,0
USR-1248,63.62,88.2,30,"Action, Thriller",1,0.28,2
USR-1249,30.7,99.1,13,Drama,3,0.93,0
USR-1250,40.45,92.7,25,"Sci-Fi, Thriller",3,0.81,0
USR-1251,4.95,31.0,21,Romance,1,0.42,3
USR-1252,12.7,31.9,31,"Comedy, Romance",1,0.38,16
USR-1253,50.82,111.2,17,"Drama, Sci-Fi",2,0.79,1
USR-1254,6.67,27.6,34,"Comedy, Romance",1,0.21,1
USR-1255,43.28,92.4,31,"Action, Thriller",2,0.37,2
USR-1256,36.9,78.1,37,"Animation, Horror, Action, Sci-Fi",4,0.27,3
USR-1257,15.52,21.9,23,Romance,1,0.18,1
USR-1258,13.75,20.5,9,Romance,1,0.43,12
USR-1259,31.58,127.5,26,"Drama, Sci-Fi",2,0.85,1
USR-1260,53.26,95.2,27,"Action, Thriller",3,0.44,0
USR-1261,37.49,72.7,26,"Action, Romance, Sci-Fi, Thriller, Horror",5,0.58,4
USR-1262,10.91,23.2,26,Comedy,2,0.45,3
USR-1263,38.45,118.8,23,Drama,3,0.74,2
USR-1264,3.94,16.9,4,Sci-Fi,1,0.46,38
USR-1265,24.61,116.3,18,"Drama, Sci-Fi",2,0.69,0
USR-1266,26.64,98.5,13,Drama,2,0.96,0
USR-1267,69.01,113.8,29,"Action, Thriller",2,0.53,3
USR-1268,7.37,25.9,34,Romance,1,0.34,13
USR-1269,49.96,119.4,17,"Sci-Fi, Thriller",2,0.86,0
USR-1270,34.59,79.0,33,"Action, Thriller",2,0.52,2
USR-1271,52.71,122.3,16,Drama,2,0.78,2
USR-1272,57.07,90.7,45,"Action, Thriller",2,0.44,2
USR-1273,3.33,19.5,5,Comedy,1,0.0,58
USR-1274,57.89,129.4,27,Drama,3,0.76,0
USR-1275,39.29,113.3,11,"Sci-Fi, Thriller",2,0.74,0
USR-1276,30.48,88.0,21,"Drama, Sci-Fi",2,0.79,4
USR-1277,76.01,81.3,38,"Action, Thriller",2,0.33,1
USR-1278,25.63,87.4,65,"Thriller, Action, Romance, Documentary, Animation",5,0.69,5
USR-1279,36.19,126.3,21,Drama,2,0.79,1
USR-1280,4.05,16.3,2,Romance,1,0.44,34
USR-1281,54.8,99.8,54,"Action, Thriller",1,0.46,8
USR-1282,7.3,22.8,35,Comedy,2,0.3,13
USR-1283,41.19,105.4,17,Drama,3,0.82,0
USR-1284,58.29,84.5,25,"Action, Thriller",2,0.38,3
USR-1285,8.77,32.3,22,Romance,1,0.34,4
USR-1286,14.73,25.1,31,"Comedy, Romance",2,0.36,12
USR-1287,12.6,34.6,23,"Comedy, Romance",1,0.24,13
USR-1288,14.29,22.7,35,Comedy,1,0.32,6
USR-1289,56.4,92.2,49,"Action, Thriller",2,0.47,0
USR-1290,0.36,21.3,7,Documentary,1,0.0,34
USR-1291,23.65,121.3,24,Drama,3,0.77,2
USR-1292,30.44,50.0,47,"Horror, Comedy, Drama, Sci-Fi",4,0.54,0
USR-1293,62.55,94.9,39,"Action, Thriller",1,0.47,0
USR-1294,51.24,68.7,39,"Thriller, Action, Drama, Sci-Fi",4,0.64,1
USR-1295,11.64,34.7,22,Romance,1,0.17,0
USR-1296,60.24,102.0,39,"Action, Thriller",1,0.5,5
USR-1297,11.73,23.3,39,Romance,2,0.38,3
USR-1298,42.47,137.7,12,Drama,3,0.73,3
USR-1299,39.36,83.0,57,"Comedy, Sci-Fi, Horror, Documentary, Animation",5,0.53,9
USR-1300,7.16,23.1,29,"Comedy, Romance",1,0.25,1
USR-1301,33.78,90.3,34,"Action, Thriller",1,0.52,3
USR-1302,6.82,30.4,36,Romance,2,0.39,0
USR-1303,54.28,88.9,35,"Action, Thriller",2,0.5,12
USR-1304,27.39,144.3,26,Drama,2,0.66,0
USR-1305,83.66,111.7,23,"Action, Thriller",2,0.38,0
USR-1306,9.56,27.9,32,"Comedy, Romance",1,0.43,5
USR-1307,14.44,20.4,22,Comedy,1,0.42,16
USR-1308,56.53,59.6,60,"Comedy, Documentary, Thriller",3,0.47,0
USR-1309,49.45,85.4,44,"Action, Thriller",2,0.46,0
USR-1310,17.52,25.2,39,Romance,2,0.36,14
USR-1311,59.74,107.2,23,"Drama, Sci-Fi",2,0.83,6
USR-1312,2.6,19.6,2,Horror,1,0.17,59
USR-1313,34.72,125.5,24,"Sci-Fi, Thriller",3,0.87,6
USR-1314,67.94,88.7,33,"Action, Thriller",1,0.3,1
USR-1315,38.77,68.1,37,"Action, Thriller",1,0.39,0
USR-1316,49.61,83.9,35,"Action, Thriller",2,0.29,0
USR-1317,55.07,61.6,37,"Action, Romance, Drama, Sci-Fi, Comedy",5,0.73,0
USR-1318,71.7,86.8,35,"Action, Thriller",2,0.45,0
USR-1319,38.02,122.7,24,Drama,2,0.82,1
USR-1320,45.21,75.9,17,"Sci-Fi, Thriller",2,0.91,6
USR-1321,42.47,69.6,59,"Documentary, Animation, Romance, Drama, Horror",5,0.67,4
USR-1322,7.87,24.5,27,Romance,1,0.41,7
USR-1323,54.97,74.0,24,"Action, Thriller",1,0.35,6
USR-1324,56.87,106.2,23,"Sci-Fi, Thriller",2,0.86,0
USR-1325,13.77,29.3,29,Romance,2,0.44,14
USR-1326,3.96,15.6,3,Horror,1,0.35,27
USR-1327,50.83,115.0,41,"Action, Thriller",2,0.41,2
USR-1328,45.66,139.2,9,"Drama, Sci-Fi",3,0.72,2
USR-1329,44.28,89.5,32,"Action, Thriller",3,0.4,7
USR-1330,30.86,51.6,62,"Romance, Animation, Action, Documentary",4,0.55,6
USR-1331,10.14,30.1,29,"Comedy, Romance",1,0.21,3
USR-1332,24.21,113.0,23,"Drama, Sci-Fi",3,0.83,0
USR-1333,59.58,63.4,27,"Thriller, Action, Comedy",3,0.47,1
USR-1334,2.06,26.0,6,Comedy,1,0.32,21
USR-1335,3.57,17.2,7,Documentary,1,0.05,47
USR-1336,54.58,122.6,17,"Drama, Sci-Fi",2,0.85,0
USR-1337,16.87,18.9,34,"Comedy, Romance",1,0.41,0
USR-1338,23.29,161.8,20,"Sci-Fi, Thriller",2,0.64,12
USR-1339,54.17,87.8,40,"Action, Thriller",2,0.53,0
USR-1340,54.37,115.9,20,Drama,2,0.78,16
USR-1341,41.02,53.6,56,"Thriller, Comedy, Animation, Horror",4,0.34,0
USR-1342,58.48,139.8,19,Drama,3,0.86,7
USR-1343,2.44,18.9,33,"Comedy, Romance",1,0.33,4
USR-1344,40.81,111.2,9,"Sci-Fi, Thriller",3,0.86,0
USR-1345,35.82,84.2,40,"Action, Thriller",2,0.58,1
USR-1346,36.17,138.0,23,"Sci-Fi, Thriller",3,0.78,2
USR-1347,15.28,22.2,23,Comedy,2,0.45,21
USR-1348,50.48,70.5,42,"Thriller, Action, Romance, Sci-Fi",4,0.54,1
USR-1349,38.16,126.7,31,"Drama, Sci-Fi",2,0.74,0
USR-1350,69.66,79.4,28,"Action, Thriller",3,0.47,2
USR-1351,1.52,20.6,9,Action,1,0.19,51
USR-1352,32.94,155.0,17,Drama,2,0.85,6
USR-1353,23.27,87.9,49,"Documentary, Animation, Drama, Horror",4,0.65,0
USR-1354,36.19,128.1,10,Drama,2,0.69,0
USR-1355,12.5,30.8,23,Animation,2,0.34,7
USR-1356,39.62,53.5,44,"Drama, Comedy, Sci-Fi",3,0.64,4
USR-1357,58.28,78.9,52,"Documentary, Horror, Sci-Fi, Romance, Thriller",5,0.33,2
